Text,label 1,label 2,accident_predicted,ner_locations
চট্টগ্রাম-খাগড়াছড়ি সড়কে মোটরসাইকেল দুর্ঘটনায় পুলিশসহ ২ জন প্রাণ হারান।,1,road accident,1,"['খাগ', 'ডা', 'ডি']"
"ফটিকছড়ি এলাকায় মোটরসাইকেল দুর্ঘটনায় দুইজন নিহত হওয়ার খবর পাওয়া গেছে, এর মধ্যে একজন পুলিশ।",1,road accident,1,"['ফটিক', 'ডি']"
Chattogram-Khagrachhari highway te motorcycle accident e police shoho 2 jon nihat hoyeche.,1,road accident,1,[]
Fatikchhari te motorcycle crash e police o 2 jon died hoyeche.,1,road accident,1,[]
"খাগড়াছড়ি থেকে চট্টগ্রামগামী শান্তি এক্সপ্রেস বাস হাতিমুড়া এলাকায় মোটরসাইকেলের সাথে মুখোমুখি সংঘর্ষে পড়ে, এতে একজন নিহত হয়েছেন।",1,road accident,1,"['খাগ', 'ডা', 'ডি']"
আজ সকালে শান্তি এক্সপ্রেস বাস ও মোটরসাইকেলের সংঘর্ষে হাতিমুড়া এলাকায় একজনের মৃত্যু হয়েছে।,1,road accident,1,[]
জালিয়াপাড়া পার হয়ে হাতিমুড়া এলাকায় বাস ও মোটরসাইকেলের মুখোমুখি দুর্ঘটনায় একজন নিহত হয়েছেন।,1,road accident,1,[]
খাগড়াছড়ি-চট্টগ্রাম রুটে শান্তি এক্সপ্রেস বাসের সাথে মোটরসাইকেলের সংঘর্ষে প্রাণহানির ঘটনা ঘটে।,1,road accident,1,[]
Shanti Express bus o motorcycle er moddhe Hatimura area te accident hoye 1 jon nihat hoyeche.,1,road accident,1,[]
Khagrachhari-Chattogram route e Shanti Express vs motorcycle crash e 1 jon died hoyeche.,1,road accident,1,[]
আলুটিলা এলাকায় নামার পথে শান্তি পরিবহনের গাড়ি নিয়ন্ত্রণ হারিয়ে উল্টে পড়ে।,1,road accident,1,"['আল', 'টিলা']"
আলুটিলায় শান্তি পরিবহনের বাস চাকা পাংচার হয়ে দুর্ঘটনায় পড়ে উল্টে যায়।,1,road accident,1,"['আল', 'টিলা']"
আলুটিলা রাস্তায় নামার সময় বাসটির চাকা ফেটে গিয়ে উল্টে যাওয়ার ঘটনা ঘটে।,1,road accident,1,"['আল', 'টিলা']"
Alutila namar shomoy Shanti poribohon er gari tyre puncher hoye ultiye jay.,1,road accident,1,[]
"Alutila te bus tyre burst hoye overturn hoye geche, Shanti Paribahan involved.",1,road accident,1,[]
"খাগড়াছড়ি–চট্টগ্রাম সড়কের মাটিরাঙ্গা সাপমারা এলাকায় শান্তি পরিবহনের একটি বাস উল্টে যায়, এতে একাধিক যাত্রী আহত হন।",1,road accident,1,"['মাটির', 'গা']"
সাপমারা এলাকায় শান্তি পরিবহনের গাড়ি নিয়ন্ত্রণ হারিয়ে উল্টে গেলে বেশ কয়েকজন আহত হন।,1,road accident,1,[]
"মাটিরাঙ্গার সাপমারা অংশে শান্তি পরিবহনের বাস দুর্ঘটনায় পড়ে উল্টে যায়, যাত্রীদের আহত হওয়ার খবর পাওয়া গেছে।",1,road accident,1,"['মাটির', 'গার']"
খাগড়াছড়ি–চট্টগ্রাম মহাসড়কে সাপমারা এলাকায় বাস উল্টে গিয়ে যাত্রীরা আহত হন।,1,road accident,1,"['মহা', 'সড', 'কে']"
"Khagrachhari–Chattogram road e Sapmara te Shanti Paribahan bus ultiye geche, onek jon ahoto.",1,road accident,1,[]
"Khagrachhari-Chattogram highway te bus overturn hoye geche, passengers injured.",1,road accident,1,[]
সাজেক কিঃমিঃ এলাকায় বিজিবির গাড়ি দুর্ঘটনায় নিয়ন্ত্রণ হারিয়ে নিচে পড়ে গেছে।,1,road accident,1,['সাজেক']
কিছুক্ষণ আগে সাজেক এলাকায় বিজিবির গাড়ি ৩০ ফুট গভীরতায় পড়ে যাওয়ার ঘটনা ঘটে।,1,road accident,1,['সাজেক']
সাজেক কিলোমিটার পয়েন্টে বিজিবির গাড়ি নিয়ন্ত্রণ হারিয়ে নিচে পড়ে দুর্ঘটনায় পড়ে।,1,road accident,1,['সাজেক']
Sajek kilometer area te BGB gari control hariye 30 feet niche pore geche.,1,road accident,1,[]
Sajek e BGB vehicle accident e 30 feet niche neme geche.,1,road accident,1,[]
"খাগড়াছড়ি আলুটিলা–জিরোমাইল সড়কে পাথরবোঝাই একটি ট্রাক নিয়ন্ত্রণ হারিয়ে উল্টে যায়, তবে চালক ও হেলপার অক্ষত আছেন।",1,road accident,1,"['খাগ', 'ডা', 'ডি', 'আল', 'টিলা', 'জি', 'রে', 'ামা', 'ইল']"
আলুটিলা–জিরোমাইল সড়কে পাথরবোঝাই ট্রাক দুর্ঘটনায় উল্টে গেলেও কেউ গুরুতর আহত হয়নি।,1,road accident,1,"['আল', 'টিলা', 'জি', 'রে', 'ামা', 'ইল']"
"খাগড়াছড়িতে পাথরবোঝাই ট্রাক নিয়ন্ত্রণ হারিয়ে উল্টে যায়, সৌভাগ্যবশত চালক ও হেলপার সুস্থ আছেন।",1,road accident,1,"['খাগ', 'ডা', 'ডি']"
আলুটিলা–জিরোমাইল রাস্তায় ট্রাক উল্টে গেলেও বড় ধরনের হতাহতের ঘটনা ঘটেনি।,1,road accident,1,"['আল', 'টিলা', 'জি', 'রে', 'ামা', 'ইল']"
"Alutila–Ziromile road e pathor bowa truck ultiye geche, driver o helper safe ache.",1,road accident,1,[]
"Khagrachhari te stone-loaded truck accident hoye ultiye geche, no major injury.",1,road accident,1,[]
"আলুটিলায় আবারও শান্তি পরিবহনের গাড়ি দুর্ঘটনার কবলে পড়লেও চালকের দক্ষতায় বড় দুর্ঘটনা এড়ানো গেছে, যাত্রীরা সবাই নিরাপদ।",1,road accident,1,"['আল', 'টিলা']"
"আলুটিলা এলাকায় শান্তি পরিবহনের বাস দুর্ঘটনার মুখে পড়লেও বড় ক্ষতি হয়নি, সবাই সুস্থ আছেন।",1,road accident,1,"['আল', 'টিলা']"
চালকের কৌশলের কারণে আলুটিলায় শান্তি পরিবহনের গাড়ি বড় দুর্ঘটনা থেকে রক্ষা পায়।,1,road accident,1,"['[UNK]', 'কারণে', 'আল', 'টিলা']"
আলুটিলায় দুর্ঘটনা হলেও শান্তি পরিবহনের যাত্রীরা নিরাপদে রয়েছেন বলে জানা গেছে।,1,road accident,1,"['আল', 'টিলা']"
Alutila te Shanti Paribahan gari accident er mukhe poreo driver er skill e boro durghotona theke rakha poreche.,1,road accident,1,[]
"Alutila te Shanti bus narrowly escaped accident, passengers are safe.",1,road accident,1,[]
মানিকছড়ি এলাকায় বাস ও সিএনজির মুখোমুখি সংঘর্ষে ৭ জন আহত হন।,1,road accident,1,"['মানিক', 'ডি']"
মানিকছড়িতে সড়ক দুর্ঘটনায় শান্তি এক্সপ্রেস ও সিএনজির সংঘর্ষে ৭ জন আহত।,1,road accident,1,"['মানিক', 'ডি']"
মানিকছড়িতে বাস–সিএনজি সংঘর্ষে বেশ কয়েকজন আহত হওয়ার খবর পাওয়া গেছে।,1,road accident,1,"['মানিক', 'ডি']"
Manikchhari te Shanti Express o CNG collision e 7 jon ahoto.,1,road accident,1,[]
Manikchhari te bus vs CNG accident e 7 people injured.,1,road accident,1,[]
গাড়িটানা বাজারের কাছাকাছি শান্তি এক্সপ্রেস ও সিএনজির মধ্যে সংঘর্ষ ঘটে।,1,road accident,1,[]
খাগড়াছড়ি–চট্টগ্রাম রুটে শান্তি এক্সপ্রেস বাস ও সিএনজির মুখোমুখি দুর্ঘটনা ঘটে।,1,road accident,1,[]
গাড়িটানা এলাকায় বাস ও সিএনজির সংঘর্ষে সড়ক দুর্ঘটনা ঘটে।,1,road accident,1,[]
Khagrachhari theke Chattogram jawar pothe Shanti Express o CNG face-to-face accident hoyeche.,1,road accident,1,[]
Shanti Express vs CNG crash hoyeche near Garitana bazar.,1,road accident,1,[]
খাগড়াছড়ি–দীঘিনালা সড়কে বাঁক ঘুরতে গিয়ে শান্তি পরিবহনের একটি বাস সড়কের বাইরে চলে যায়।,1,road accident,1,['দীঘিনালা']
বাঁক নিতে গিয়ে শান্তি পরিবহনের গাড়ি নিয়ন্ত্রণ হারিয়ে সড়কের বাইরে পড়ে যায়।,1,road accident,1,[]
খাগড়াছড়ি–দীঘিনালা সড়কে শান্তি পরিবহন দুর্ঘটনার মুখে পড়লেও বড় হতাহতের ঘটনা হয়নি।,1,road accident,1,['দীঘিনালা']
সড়ক প্রশস্তকরণের কাজ চলমান থাকা অবস্থায় শান্তি পরিবহনের বাস সড়কের বাইরে চলে যায়।,1,road accident,1,[]
Khagrachhari–Dighinala road e bend nite giye Shanti Paribahan road theke ber hoye geche.,1,road accident,1,[]
Shanti bus off-road hoye geche Khagrachhari-Dighinala road e.,1,road accident,1,[]
মানিকছড়ি গাড়ীটানায় বালুবাহী ট্রাক উল্টে গিয়ে চালক গুরুতর আহত হয়েছেন।,1,road accident,1,"['মানিক', 'ডি']"
গাড়ীটানা এলাকায় বালুবাহী ট্রাক দুর্ঘটনায় উল্টে গেলে চালক গুরুতর আহত হন।,1,road accident,1,[]
মানিকছড়িতে পাহাড়ি পথে বালুবাহী ট্রাক উল্টে চালক আহত হওয়ার ঘটনা ঘটে।,1,road accident,1,"['মানিক', 'ডি']"
যোগ্যাছোলা থেকে বালু নিয়ে যাওয়ার পথে ট্রাক দুর্ঘটনায় গুরুতর আহত হন চালক।,1,road accident,1,[]
"Manikchhari Garitana te sand truck ultiye geche, driver seriously injured.",1,road accident,1,[]
Sand-laden truck accident e driver critical injured hoyeche Manikchhari te.,1,road accident,1,[]
আলুটিলা এলাকায় মাইক্রোবাস ও মোটরসাইকেল দুর্ঘটনায় দুইজন আহত হন।,1,road accident,1,"['আল', 'টিলা']"
খাগড়াছড়ি আলুটিলায় ভয়াবহ সড়ক দুর্ঘটনায় ২ জন আহত হওয়ার খবর পাওয়া গেছে।,1,road accident,1,"['খাগ', 'ডা', 'ডি', 'আল', 'টিলা']"
আলুটিলায় মাইক্রোবাস ও মোটরসাইকেলের সংঘর্ষে আহত ২।,1,road accident,1,"['আল', 'টিলা']"
Alutila te microbus o motorcycle er collision e 2 jon ahoto.,1,road accident,1,[]
Alutila accident e microbus vs bike crash e 2 people injured.,1,road accident,1,[]
রাঙ্গামাটির কুতুকছড়ি বাজার এলাকায় বাঁশবাহী একটি ট্রাক নিয়ন্ত্রণ হারিয়ে উল্টে যায়।,1,road accident,1,"['রা', 'গামা', 'টির', 'কতক', 'ডি']"
রাঙামাটির কুতুকছড়িতে বাঁশবোঝাই ট্রাক দুর্ঘটনায় পড়ে উল্টে গেছে।,1,road accident,1,"['রাঙামাটির', 'কতক', 'ডি']"
কুতুকছড়ি বাজারে বাঁশ পরিবহনকারী ট্রাক উল্টে সড়ক দুর্ঘটনা ঘটে।,1,road accident,1,"['কতক', 'ডি']"
Rangamati Kutukchhari bazar e bashbozhai truck ultiye accident hoyeche.,1,road accident,1,[]
Kutukchhari market e bamboo-loaded truck overturn hoye geche.,1,road accident,1,[]
বেপরোয়া গতির কারণে মাটিরাঙ্গায় একটি কাভার্ড ভ্যান নিয়ন্ত্রণ হারিয়ে গাছে ধাক্কা দেয়।,1,road accident,1,"['মাটির', 'গা']"
খাগড়াছড়ির বাইল্যাছড়ি এলাকায় কাভার্ড ভ্যান দুর্ঘটনায় গাছের সাথে সংঘর্ষের ঘটনা ঘটে।,1,road accident,1,"['খাগ', 'ডা', 'ডির', 'বাইল', 'যা', 'ডি']"
মাটিরাঙ্গা এলাকায় দ্রুতগতির কাভার্ড ভ্যান গাছের সাথে ধাক্কা লেগে দুর্ঘটনায় পড়ে।,1,road accident,1,"['মাটির', 'গা']"
Matiranga Baillyachhari te covered van gacher sathe dhakka kheyeche.,1,road accident,1,[]
Forester Transport er covered van overspeed er karone tree te crash koreche.,1,road accident,1,[]
খাগড়াছড়ির মহালছড়িতে পানিতে ডুবে মো. জুবায়ের হোসেন (৫) নামে এক শিশুর মৃত্যু হয়েছে।,1,waterway,1,"['খাগ', 'ডা', 'ডির', 'মহাল', 'ডি']"
মহালছড়ি উপজেলার কালাপাহাড় এলাকায় পানিতে ডুবে শিশুর মর্মান্তিক মৃত্যু হয়েছে।,1,waterway,1,"['মহাল', 'ডি']"
খাগড়াছড়ির মহালছড়িতে পানিতে পড়ে জুবায়ের হোসেন নামে এক শিশুর প্রাণহানি ঘটে।,1,waterway,1,"['খাগ', 'ডা', 'ডির', 'মহাল', 'ডি']"
মহালছড়িতে পানিতে ডুবে ৫ বছর বয়সী শিশুর মৃত্যু হয়েছে বলে জানা গেছে।,1,waterway,1,"['মহাল', 'ডি']"
Mahalchhari te panite dube shishu Zubayer Hossain er mrityu hoyeche.,1,waterway,1,[]
Mahalchhari te water drowning incident e 5-year-old child died.,1,waterway,1,[]
আলুটিলা এলাকায় আবারও দুর্ঘটনার ঘটনায় একাধিক ব্যক্তি আহত হয়েছেন।,1,road accident,1,"['আল', 'টিলা']"
খাগড়াছড়ির আলুটিলায় ভয়াবহ দুর্ঘটনায় কয়েকজন আহত হওয়ার খবর পাওয়া গেছে।,1,road accident,1,"['খাগ', 'ডা', 'ডির', 'আল', 'টিলা']"
আলুটিলায় পুনরায় সড়ক দুর্ঘটনায় আহত হয়েছেন বেশ কয়েকজন যাত্রী।,1,road accident,1,"['আল', 'টিলা']"
Abaro Alutila te marattok accident e onek jon ahoto hoyeche.,1,road accident,1,[]
Alutila road accident e several people injured hoyeche again.,1,road accident,1,[]
মাটিরাঙ্গা আর্মি জোন সংলগ্ন এলাকায় শান্তি পরিবহনের গাড়ি ও মোটরসাইকেলের সংঘর্ষে ১ জন নিহত হয়েছেন।,1,road accident,1,"['মাটির', 'গা']"
মাটিরাঙ্গায় বাস ও মোটরসাইকেলের দুর্ঘটনায় একজনের মৃত্যু হয়েছে।,1,road accident,1,"['মাটির', 'গা']"
আর্মি জোনের পাশে শান্তি পরিবহন ও মোটরসাইকেলের মুখোমুখি সংঘর্ষে প্রাণহানির ঘটনা ঘটে।,1,road accident,1,[]
মাটিরাঙ্গা এলাকায় সড়ক দুর্ঘটনায় মোটরসাইকেল আরোহী নিহত হয়েছেন।,1,road accident,1,"['মাটির', 'গা']"
Matiranga Army Zone area te Shanti gari o motorcycle collision e 1 jon nihat.,1,road accident,1,[]
Shanti bus vs motorcycle accident e 1 person died near Matiranga Army Zone.,1,road accident,1,[]
খাগড়াছড়ি উচ্চ বিদ্যালয় মাঠের দক্ষিণ পাশে পুকুরপাড়ের রাস্তায় দীর্ঘদিন ধরে একটি বড় গর্ত রয়েছে।,0,normal,0,"['খাগ', 'ডা', 'ডি']"
খাগড়াছড়ি স্কুল মাঠ সংলগ্ন সড়কের বড় গর্ত নিয়ে স্থানীয়দের উদ্বেগ বেড়েছে।,0,normal,0,"['খাগ', 'ডা', 'ডি']"
পুকুরপাড়ের রাস্তার মাঝখানে বড় গর্ত থাকায় চলাচলে ঝুঁকি তৈরি হয়েছে।,0,normal,0,[]
খাগড়াছড়ি উচ্চ বিদ্যালয় এলাকার রাস্তায় বড় গর্তের কারণে দুর্ঘটনার আশঙ্কা দেখা দিয়েছে।,0,normal,0,"['খাগ', 'ডা', 'ডি']"
Khagrachhari High School field er pasher road e onek din dhore boro gorto ache.,0,normal,0,[]
Khagrachhari school area road e huge pothole er jonno accident risk bere geche.,0,normal,0,[]
দীঘিনালা এলাকায় সড়ক দুর্ঘটনায় একজনের মৃত্যু হয়েছে।,1,road accident,1,['দীঘিনালা']
খাগড়াছড়ি দীঘিনালায় ভয়াবহ দুর্ঘটনায় প্রাণ হারিয়েছেন ১ জন।,1,road accident,1,"['খাগ', 'ডা', 'ডি', 'দীঘিনালা']"
দীঘিনালায় সড়ক দুর্ঘটনায় নিহত ১।,1,road accident,1,['দীঘিনালা']
Dighinala te road accident e 1 jon nihat hoyeche.,1,road accident,1,[]
Khagrachhari Dighinala road crash e 1 person died.,1,road accident,1,[]
সাজেক রুটে দুর্ঘটনা বৃদ্ধির পেছনে চালকের অদক্ষতা ও অনিরাপদ যানবাহনকে দায়ী করছেন স্থানীয়রা।,1,road accident,1,['সাজেক']
বেপরোয়া গতি ও ফিটনেসবিহীন গাড়ির কারণেই সাজেক সড়কে দুর্ঘটনা ঘটছে বলে মনে করছেন যাত্রীরা।,1,road accident,1,['সাজেক']
সাজেকে যাতায়াতের পথে দুর্ঘটনার জন্য অদক্ষ চালক ও অনিরাপদ গাড়িকে দায়ী করা হচ্ছে।,1,road accident,1,['সাজেক']
Odhokkho driver o fitness bihin gari Sajek road accident er main karon.,1,road accident,1,[]
Sajek route e overspeed o unfit vehicle er jonno accident beshi hocche.,1,road accident,1,[]
"খাগড়াছড়ি–রাঙ্গামাটি মহালছড়ি সড়কের গোগড়াছড়ি এলাকায় ট্রাক দুর্ঘটনা ঘটেছে, তবে হতাহতের খবর পাওয়া যায়নি।",1,road accident,1,"['রা', 'গামা', 'টি', 'মহাল', 'ডি', 'ডক', 'ের', 'গে', 'াগ', 'ডা']"
মহালছড়ি সড়কে ট্রাক দুর্ঘটনায় কোনো প্রাণহানির ঘটনা ঘটেনি বলে জানা গেছে।,1,road accident,1,"['মহাল', 'ডি']"
গোগড়াছড়ি এলাকায় ট্রাক দুর্ঘটনা হলেও কেউ আহত হয়নি।,1,road accident,1,"['গে', 'াগ', 'ডা', 'ডি']"
খাগড়াছড়ি–রাঙ্গামাটি সড়কে ট্রাক দুর্ঘটনায় বড় ধরনের ক্ষয়ক্ষতি হয়নি।,1,road accident,1,[]
"Gogorachhari area te truck accident hoyeche, no casualty reported.",1,road accident,1,[]
Khagrachhari-Rangamati road e truck crash holeo keu injured hoyni.,1,road accident,1,[]
সাপমারায় জীপ ও শান্তি পরিবহনের বাসের সংঘর্ষে সড়ক দুর্ঘটনা ঘটে।,1,road accident,1,[]
শান্তি পরিবহন ও জীপগাড়ির মুখোমুখি সংঘর্ষের ঘটনা ঘটেছে সাপমারা এলাকায়।,1,road accident,1,[]
সাপমারা এলাকায় বাস ও জীপের ভয়াবহ সংঘর্ষের খবর পাওয়া গেছে।,1,road accident,1,[]
Sapmara te jeep gari o Shanti Paribahan er head-on collision hoyeche.,1,road accident,1,[]
Sapmara area te jeep vs Shanti bus accident hoyeche.,1,road accident,1,[]
মহালছড়ির জামতলা এলাকায় পানিতে ডুবে দুই শিশুর প্রাণহানির ঘটনা ঘটেছে।,1,waterway,1,[]
পাকুজ্যাছড়ি জামতলায় পানিতে ডুবে ভাইবোনের মর্মান্তিক মৃত্যু হয়েছে।,1,waterway,1,"['পাক', 'যা', 'ডি']"
মহালছড়িতে পানিতে ডুবে দুই ভাইবোন মারা গেছে বলে জানা গেছে।,1,waterway,1,"['মহাল', 'ডি']"
Mahalchhari Pakujyachhari Jamtola te panite dube dui bhaibon mara geche.,1,waterway,1,[]
Mahalchhari te drowning incident e two siblings died hoyeche.,1,waterway,1,[]
"চট্টগ্রাম থেকে খাগড়াছড়িগামী শান্তি এক্সপ্রেস বাস হাতিমুরা ক্যাম্পের নিচে নিয়ন্ত্রণ হারিয়ে গাছে ধাক্কা খেয়ে ২০ যাত্রী আহত হয়েছেন, তাদের মধ্যে কয়েকজনের অবস্থা আশঙ্কাজনক।",1,road accident,1,[]
হাতিমুরা এলাকায় শান্তি এক্সপ্রেস বাস দুর্ঘটনায় অন্তত ২০ জন আহত হয়েছেন।,1,road accident,1,[]
"খাগড়াছড়িগামী শান্তি এক্সপ্রেস বাস গাছের সাথে ধাক্কা লেগে দুর্ঘটনায় পড়ে, এতে বহু যাত্রী আহত হন।",1,road accident,1,[]
হাতিমুরা ক্যাম্পের নিচে বাস দুর্ঘটনায় ২০ জন আহত এবং কয়েকজন গুরুতর আহত হওয়ার খবর পাওয়া গেছে।,1,road accident,1,[]
Shanti Express bus Hatimura camp er niche gacher sathe crash kore 20 passenger injured hoyeche.,1,road accident,1,[]
Chattogram-Khagrachhari route e Shanti bus accident e several passengers critical injured.,1,road accident,1,[]
সড়ক দুর্ঘটনায় ডা. রাজেন্দ্রর গাড়ি ও অটোরিকশার সংঘর্ষে একজন চালক নিহত হয়েছেন।,1,road accident,1,[]
অটোরিকশা ও ব্যক্তিগত গাড়ির সংঘর্ষে ঘটনাস্থলে অটোচালক প্রাণ হারান।,1,road accident,1,[]
ভয়াবহ সড়ক দুর্ঘটনায় অটোচালকের মৃত্যু হয়েছে বলে জানা গেছে।,1,road accident,1,[]
Dr. Rajendra sir er gari o auto-rickshaw collision e auto driver mara geche.,1,road accident,1,[]
Car vs auto accident e auto driver spot dead hoyeche.,1,road accident,1,[]
মানিকছড়ির ভোলাইয়াপাড়ায় একটি বসতবাড়িতে অগ্নিকাণ্ডের ঘটনা ঘটেছে।,1,natural disaster,1,[]
ভোলাইয়াপাড়া এলাকায় বাড়িতে আগুন লাগার খবর পাওয়া গেছে।,1,natural disaster,1,[]
মানিকছড়িতে অগ্নিকাণ্ডে একটি বসতঘর ক্ষতিগ্রস্ত হয়েছে।,1,natural disaster,1,"['মানিক', 'ডি']"
ভোলাইয়াপাড়ার একটি বাড়িতে আগুন লেগে আতঙ্ক ছড়িয়ে পড়ে।,1,natural disaster,1,[]
Manikchhari Bholaiyapara te bostobari te agun legeche.,1,natural disaster,1,[]
Manikchhari te residential house e fire incident hoyeche.,1,natural disaster,1,[]
গুইমারা উপজেলার বাইল্যাছড়ি স্কুলপাড়া এলাকায় মোটরসাইকেল ও শান্তি পরিবহনের বাসের সংঘর্ষে ভয়াবহ সড়ক দুর্ঘটনা ঘটেছে।,1,road accident,1,"['ইম', 'ারা', 'উপজেলার', 'বাইল', 'যা', 'ডি']"
বাইল্যাছড়ি এলাকায় মোটরসাইকেল ও বাসের মুখোমুখি সংঘর্ষের ঘটনা ঘটেছে।,1,road accident,1,"['বাইল', 'যা', 'ডি']"
গুইমারায় শান্তি পরিবহনের বাস ও মোটরসাইকেলের সংঘর্ষে দুর্ঘটনার খবর পাওয়া গেছে।,1,road accident,1,"['ইম', 'ারা']"
স্কুলপাড়া এলাকায় বাস ও মোটরসাইকেলের সরাসরি সংঘর্ষে সড়ক দুর্ঘটনা ঘটে।,1,road accident,1,[]
Guimara Baillyachhari School Para te motorcycle o Shanti bus er collision hoyeche.,1,road accident,1,[]
Guimara te bus vs bike accident reported near School Para.,1,road accident,1,[]
পানছড়ি সড়কে উগ্রপন্থি ও জঙ্গি উপস্থিতির আতঙ্কের কথা জানিয়েছেন এক ব্যক্তি।,1,crime,1,"['পান', 'ডি']"
পানছড়ি রাস্তায় নিরাপত্তা নিয়ে উদ্বেগ প্রকাশ করেছেন স্থানীয় এক পথচারী।,1,crime,1,"['পান', 'ডি']"
পানছড়ি এলাকায় উগ্রপন্থি তৎপরতার আশঙ্কায় আতঙ্ক ছড়িয়েছে বলে দাবি করা হয়েছে।,1,crime,1,"['পান', 'ডি']"
পানছড়ি রাস্তায় ঝুঁকিপূর্ণ পরিস্থিতির মুখোমুখি হওয়ার কথা জানিয়েছেন এক ব্যক্তি।,1,crime,1,"['পান', 'ডি']"
Panchhari road e extremist der voy peye ekjon narrowly beche geche bole bolche.,1,crime,1,[]
Panchhari road e militant fear er karone ekjon panic experience share koreche.,1,crime,1,[]
মহালছড়ি বাজার এলাকায় অগ্নিকাণ্ডের খবর পাওয়া গেছে।,1,natural disaster,1,"['মহাল', 'ডি']"
মহালছড়ি বাজারে ভয়াবহ আগুনে আতঙ্ক ছড়িয়ে পড়ে।,1,natural disaster,1,"['মহাল', 'ডি']"
বাজার এলাকায় আগুন লাগার পর স্থানীয়দের মধ্যে উদ্বেগ দেখা দেয়।,1,natural disaster,1,[]
Mahalchhari bazar e agun legeche.,1,natural disaster,1,[]
Mahalchhari market e fire incident reported.,1,natural disaster,1,[]
ঢাকা থেকে আসা শান্তি পরিবহনের একটি বাস জালিয়াপাড়ার আগে পাহাড়ি খাদে পড়ে দুর্ঘটনার শিকার হয়েছে।,1,road accident,1,[]
ভোরে শান্তি পরিবহনের বাস নিয়ন্ত্রণ হারিয়ে খাদে পড়ে যায় বলে জানা গেছে।,1,road accident,1,[]
জালিয়াপাড়া এলাকায় পাহাড় থেকে বাস নিচে পড়ে দুর্ঘটনার ঘটনা ঘটে।,1,road accident,1,[]
ঢাকা-খাগড়াছড়ি রুটের শান্তি পরিবহনের বাস খাদে পড়ে যাওয়ার খবর পাওয়া গেছে।,1,road accident,1,"['খাগ', 'ডা', 'ডি']"
Dhaka theke asha Shanti Paribahan bus khade pore accident hoyeche.,1,road accident,1,[]
Shanti bus hill slope theke niche khade pore geche near Jaliapara.,1,road accident,1,[]
সাপমারায় জীপ ও শান্তি পরিবহনের মধ্যে ভয়াবহ সড়ক দুর্ঘটনা ঘটেছে।,1,road accident,1,[]
জীপগাড়ি ও বাসের সংঘর্ষে সাপমারা এলাকায় দুর্ঘটনার খবর পাওয়া গেছে।,1,road accident,1,[]
সাপমারা এলাকায় শান্তি পরিবহন ও জীপগাড়ির মুখোমুখি দুর্ঘটনা ঘটে।,1,road accident,1,[]
Sapmara te jeep gari o Shanti bus er head-on collision hoyeche.,1,road accident,1,[]
Sapmara area te jeep vs Shanti Paribahan accident hoyeche.,1,road accident,1,[]
দীঘিনালা-খাগড়াছড়ি সড়কের ভৈরফা এলাকায় সিমেন্টবোঝাই ট্রাক উল্টে ড্রাইভারসহ অন্তত ৩ জন আহত হয়েছেন।,1,road accident,1,"['দীঘিনালা', 'খাগ', 'ডা', 'ডি']"
ভৈরফা এলাকায় সিমেন্টবাহী ট্রাক দুর্ঘটনায় পড়ে কয়েকজন আহত হন।,1,road accident,1,[]
দীঘিনালা সড়কে সিমেন্টবোঝাই ট্রাক উল্টে ড্রাইভারসহ ৩ জন আহত হওয়ার খবর পাওয়া গেছে।,1,road accident,1,['দীঘিনালা']
খাগড়াছড়ি সড়কে ট্রাক উল্টে অন্তত তিনজন আহত হয়েছেন।,1,road accident,1,"['খাগ', 'ডা', 'ডি']"
Dighinala-Khagrachhari road e cement-loaded truck ultiye 3 jon injured hoyeche.,1,road accident,1,[]
Cement truck overturn accident e driver shoho 3 people injured near Bhoirfa area.,1,road accident,1,[]
হাউজ পাড়া এলাকায় চান্দের গাড়ি দুর্ঘটনায় পড়ে কয়েকজন পর্যটক আহত হন।,1,road accident,1,[]
সাজেক সড়কে পর্যটকবাহী জীপ খাদে পড়ে আহত হয়েছেন একাধিক যাত্রী।,1,road accident,1,['সাজেক']
সাজেকের হাউজ পাড়া এলাকায় নিয়ন্ত্রণ হারিয়ে চান্দের গাড়ি খাদে পড়ে দুর্ঘটনা ঘটে।,1,road accident,1,['সাজেকের']
Sajek road er House Para te tourist jeep khade pore onek jon injured hoyeche.,1,road accident,1,[]
Sajek route e tourist Chand er gari accident e several passengers injured.,1,road accident,1,[]
সকাল ৬টার দিকে বুদংপাড়া এলাকায় একটি বড় দুর্ঘটনার ঘটনা ঘটে।,1,road accident,1,[]
বুদংপাড়ায় নিয়ন্ত্রণ হারানো গাড়ির দুর্ঘটনায় আতঙ্ক ছড়িয়ে পড়ে।,1,road accident,1,[]
ভোরে বুদংপাড়া এলাকায় ভয়াবহ দুর্ঘটনার খবর পাওয়া গেছে।,1,road accident,1,[]
Budongpara te control hariye voyaboh accident hoyeche shokal 6 tar dike.,1,road accident,1,[]
Budongpara area te early morning road accident reported.,1,road accident,1,[]
মহালছড়ি সিন্দুকছড়ি এলাকায় সড়ক দুর্ঘটনা ঘটেছে।,1,road accident,1,"['মহাল', 'ডি', 'সিন', 'দক']"
সিন্দুকছড়ি সড়কে দুর্ঘটনার খবর পাওয়া গেছে।,1,road accident,1,"['সিন', 'দক', 'ডি']"
